id,stem,terms,anticipation,joy,trust,fear,sadness,disgust,anger,surprise,positive,negative,none,total
2793,inconclus,inconclusive,0,0,0,0,0,0,1,0,0,0,0,1
2794,caretak,caretaker,0,0,0,0,0,0,0,0,0,0,1,1
2795,Nueve,nine,0,1,0,0,0,0,0,0,0,0,4,5
2796,Formato,formatting formations formatted formation formats format,0,1,1,0,0,0,0,1,0,0,0,3
2797,Auge,boomed boom booming booms,0,0,0,0,0,0,0,0,0,0,2,2
2798,muddl,muddled muddling,0,0,0,0,1,0,1,0,0,0,0,2
2799,desqualifi,disqualifies disqualify,0,0,0,0,0,0,0,0,0,0,1,1
2800,Monarchi,monarchy monarchies,0,0,2,1,0,2,5,0,0,0,2,12
2801,Automático,auto,0,0,0,0,0,0,0,0,0,0,2,2
2802,Piloto,pilots pilot,0,0,0,0,0,0,0,0,0,0,2,2
2803,Fiasco,fiasco fiascos,0,0,0,0,0,0,0,0,0,0,1,1
2804,Compromis,compromises compromising compromised compromise,0,0,2,0,1,0,0,0,0,0,0,3
2805,reducc,reduction reductive,0,0,0,0,1,0,0,0,0,0,0,1
2806,Civilis,civilised civilisation,0,2,6,0,0,0,0,1,3,1,3,16
2807,Sanit,sanitation,0,1,0,0,0,0,0,0,0,0,2,3
2808,healthcar,healthcare,0,1,0,0,0,0,0,0,0,0,0,1
2809,recoveri,recovery,0,1,0,0,0,0,0,0,0,0,0,1
2810,Impulso,momentum,0,2,0,0,0,0,0,0,0,0,2,4
2811,Secesionista,secessionists secessionist,0,0,4,0,2,1,0,1,0,0,2,10
2812,Probar,proving proves proved prove,0,0,1,0,0,0,0,1,0,0,0,2
2813,unsubanti,unsubstantial unsubstantiated,0,0,0,0,1,0,0,0,0,0,0,1
2814,Estancamiento,gridlock,0,0,0,0,1,0,0,0,0,0,0,1
2815,Libertario,libertarian libertarianism libertarians,1,2,6,0,0,0,0,1,0,0,2,12
2816,Anarquista,anarchist anarchists,0,0,0,1,0,0,0,0,0,0,2,3
2817,Paradis,paradise,0,2,1,0,0,0,0,0,0,0,0,3
2818,upsw,upswing,1,0,0,0,0,0,0,0,0,0,2,3
2819,Somalia,somalia,0,0,0,0,0,0,0,0,0,0,1,1
2820,Uh,uh,0,0,0,0,0,0,0,0,0,0,1,1
2821,intrus,intrusive,0,0,0,0,0,0,2,1,0,0,0,3
2822,Música,music musical,0,4,0,0,0,0,0,0,0,0,1,5
2823,Pánico,panic,0,1,0,0,0,0,0,0,0,0,1,2
2824,Levantado,risen,0,1,0,0,0,0,0,0,0,0,0,1
2825,Compos,composer compose composed,1,2,0,0,0,0,0,0,0,0,0,3
2826,Función,functioned functionally functioning function functional functionalities functions,6,1,1,0,0,0,0,0,4,0,5,17
2827,Turismo,tourism,0,4,0,0,0,0,0,0,0,0,0,4
2828,Agitación,turmoil,0,0,0,1,0,0,0,0,0,0,2,3
2829,Snap,snapped snapping snap snaps,0,0,0,0,0,0,0,0,0,0,1,1
2830,anarchi,anarchy,0,0,0,0,0,1,0,0,0,0,1,2
2831,Encogimiento,shrugs shrug shrugged shrugging,0,0,0,0,0,0,0,0,0,0,2,2
2832,Basura,trashed trashes trashing trash,0,0,0,0,0,8,1,2,0,0,1,12
2833,Carga,burdened burden burdens,0,0,0,0,0,1,0,0,0,0,2,3
2834,nuanc,nuances nuance nuanced,0,1,0,0,0,0,0,0,0,0,1,2
2835,arguabl,arguable arguably,0,0,0,0,0,0,0,0,0,0,1,1
2836,Estática,static,1,0,0,0,0,0,0,0,0,0,2,3
2837,Outlook,outlooks outlook,0,1,0,0,0,0,0,0,0,0,1,2
2838,Jefe,boss bossed bossing bosses,0,0,0,0,0,1,0,0,0,0,0,1
2839,Bomba,pumping pumps pumped pump,0,5,0,0,0,0,0,0,0,0,3,8
2840,downhil,downhill,0,0,0,0,0,0,0,0,0,0,2,2
2841,Shadi,shady,0,1,0,2,0,0,0,0,0,0,1,4
2842,Causal,causal causality,0,0,0,0,0,0,0,0,0,0,1,1
2843,decentralis,decentralised,0,0,0,0,0,0,0,0,0,0,8,8
2844,autonom,autonomous,1,0,0,0,0,0,0,0,0,0,1,2
2845,Municip,municipal municipalities municipality municipals,0,0,1,0,0,0,0,0,0,0,1,2
2846,judiciari,judiciary,0,1,0,0,0,0,0,0,0,0,2,3
2847,anclar,pinning pin pinned,0,1,0,1,0,0,0,0,0,0,3,5
2848,Cam,cam,0,0,0,0,0,0,0,0,0,0,1,1
2849,acumull,accumulating accumulated accumulative accumulate,0,0,0,0,0,0,0,1,0,0,2,3
2850,greedi,greedy,0,0,0,1,0,1,1,0,0,0,0,3
2851,Manifiesto,manifest manifesting manifested manifestations manifestation manifests,1,0,0,0,0,0,0,0,0,0,0,1
2852,atalados,acute acutely,0,0,0,0,0,0,0,1,0,0,1,2
2853,concentr,concentrate concentration concentrating concentrates concentrations concentrated,0,0,1,0,0,0,0,0,0,0,0,1
2854,sabotag,sabotaging sabotaged sabotage,0,0,0,0,0,0,0,0,0,0,2,2
2855,BEMUS,bemused,0,1,0,0,0,0,0,1,0,0,0,2
2856,Deleg,delegations delegate delegated delegation delegates,0,0,0,0,0,0,0,0,0,0,1,1
2857,mishandl,mishandle mishandled,0,0,0,0,1,0,0,0,0,0,2,3
2858,Interbloqueo,deadlock deadlocks,0,0,3,0,1,0,1,0,0,0,3,8
2859,Profesor,professor professors,0,0,1,0,0,0,0,0,0,0,0,1
2860,paralsi,paralysis,0,0,0,0,1,0,0,0,0,0,1,2
2861,Exhiben,exhibition exhibiting exhibit exhibited exhibits,0,2,0,0,0,0,0,0,0,0,0,2
2862,Antic,antics,0,1,0,0,0,0,0,0,0,0,0,1
2863,Mierda,crap,0,0,0,0,0,0,2,0,0,0,0,2
2864,Afirmar,asserts asserted assertions assertion assert asserting assertively assertive,0,0,0,0,0,0,1,0,0,0,2,3
2865,Charlatán,windbags,0,0,0,0,0,0,0,0,0,0,2,2
2866,inabl,inability,0,0,0,0,0,1,0,0,0,0,0,1
2867,parlamentari,parliamentary,0,0,1,0,0,1,0,0,0,0,0,2
2868,Interrumpir,interruption interrupted interrupt,0,0,0,0,0,0,5,3,0,0,0,8
2869,Ongo,ongoing,0,1,0,0,0,0,0,0,0,0,1,2
2870,Truco,stunted stunt,4,0,0,1,1,0,0,0,0,0,2,8
2871,Babear,drooling,0,0,0,0,0,1,0,0,0,0,2,3
2872,Delux,deluxe,0,0,0,0,0,0,0,0,0,0,2,2
2873,Diario,journalism journals journal,0,0,0,0,0,0,0,0,0,0,1,1
2874,Legislatur,legislature legislatures,0,0,1,0,0,0,0,0,0,0,0,1
2875,tempor,temporal,0,0,0,0,1,0,0,0,0,0,1,2
2876,undeclar,undeclared,0,0,0,1,0,0,0,0,0,0,0,1
2877,memorandos entendimiento,mouse,0,0,0,0,0,1,0,0,0,0,2,3
2878,Costum,costumers costumer costume,0,0,0,0,0,1,0,0,0,0,1,2
2879,Infinitum,infinitum,0,1,0,0,0,0,0,1,0,0,0,2
2880,t,aesthetic aesthetics,0,8,1,0,0,0,0,1,0,0,1,11
2881,Disminuir,diminishing diminished diminish diminishes,0,0,0,0,1,0,0,0,0,0,0,1
2882,Símbolo,symbolism symbols symbolize symbolically symbol symbolic,0,0,0,0,0,0,0,0,0,0,2,2
2883,Contrato,contracted contract contracting contracts contraction,0,0,0,0,0,0,0,0,0,0,3,3
2884,Chispa,sparks spark,0,0,0,0,0,0,0,0,0,0,2,2
2885,Seguro,safer,1,0,4,0,0,0,0,0,2,0,0,7
2886,Peluca,wigs wig,0,0,0,0,0,0,0,0,0,0,2,2
2887,Ho,hospital hospitals hospitality,0,0,0,0,0,0,0,0,0,0,1,1
2888,Separar,detached detach,0,1,0,0,0,0,0,0,0,0,2,3
2889,reli,relied rely relying relies,0,0,0,0,0,0,0,0,0,0,2,2
2890,Pele,peeling peel,0,1,0,0,2,1,0,1,0,0,6,11
2891,Cejas,browsing browse,0,0,0,0,0,0,0,0,0,0,5,5
2892,Navi,navies navy,0,0,0,1,0,0,0,0,0,0,1,2
2893,squabbl,squabbles squabble,0,0,0,0,1,0,0,0,0,0,1,2
2894,repentli,suddenly,0,0,0,0,0,0,0,2,0,0,0,2
2895,workplac,workplaces workplace,0,1,0,0,0,0,0,0,0,0,1,2
2896,Revertir,reverts reverted reverting revert,1,0,0,0,0,0,0,0,0,0,0,1
2897,zambullida,dipped dipping dips dip,0,0,0,0,1,0,0,0,0,0,0,1
2898,Auster,austerity,0,1,0,1,0,0,0,0,0,0,0,2
2899,Púbico,pubic,0,0,0,0,0,0,0,0,0,0,3,3
2900,oversimplifi,oversimplify,0,0,0,0,0,0,0,0,0,0,2,2
2901,Tecnócrata,technocrats technocrat technocratic,0,0,0,0,0,0,0,0,0,0,1,1
2902,Suplemento,supplement supplemented,0,0,0,0,0,1,0,0,0,0,0,1
2903,incent,incentive incentives,0,0,0,0,0,0,1,0,0,0,0,1
2904,fanfarronear,brag bragging bragged,0,1,0,0,0,0,0,0,0,0,0,1
2905,Carga,loaded load loading loads,0,0,0,0,0,2,0,0,0,0,6,8
2906,las,concluding concluded conclude concludes,0,1,0,0,0,0,0,0,0,0,1,2
2907,Profesión,professional professionals professionally professionalism,0,0,0,0,0,0,0,0,0,0,2,2
2908,Emerg,emerges emerged emergencies emergency emergence emerging emerge,0,0,0,1,0,0,0,0,0,0,2,3
2909,Soso,bland,0,0,0,0,0,0,0,0,0,0,2,2
2910,deliv,delivered delivers delivering deliver,1,0,0,0,0,0,0,0,0,0,1,2
2911,Flujo,flow flowed flowing flows,0,0,0,0,0,0,0,0,0,0,1,1
2912,Archiv,archive archived archives,0,1,0,0,0,0,1,0,0,0,0,2
2913,Fortun,fortunately fortunes fortunate fortune,0,1,0,0,0,0,0,0,0,0,1,2
2914,Revés,setback setbacks,0,0,0,0,0,0,0,0,0,0,2,2
2915,Regulatori,regulatory,0,1,0,0,0,0,1,0,0,0,1,3
2916,sumerg,submerged,3,0,0,1,2,0,0,0,0,0,3,9
2917,simplifi,simplifies simplified simplify simplifying,0,1,0,0,1,0,0,0,0,0,1,3
2918,multifaceta,multifaceted,0,1,0,0,0,0,0,0,0,0,2,3
2919,persecución,chase chased chasing,0,0,0,0,0,0,0,0,0,0,2,2
2920,Pasión,passion passionate passions passionately,0,1,0,0,0,0,0,1,0,0,0,2
2921,postgradu,postgraduates postgraduate,0,0,0,0,0,0,0,0,0,0,1,1
2922,prejudic,prejudice prejudices,0,0,0,0,1,1,3,0,0,0,3,8
2923,intrinaci,intricacies,2,0,0,0,1,0,2,0,0,0,0,5
2924,Profesor,teachers teacher,0,0,5,0,0,0,0,0,0,0,3,8
2925,egregi,egregious,0,0,0,0,0,0,0,0,0,0,1,1
2926,sin duda,undoubtedly,0,0,1,0,0,0,0,0,0,0,0,1
2927,Parlamentario,parliamentarians parliamentarian,1,0,0,0,0,0,0,0,0,0,1,2
2928,Impago,unpaid,0,0,0,0,1,0,1,0,0,0,0,2
2929,adequ,adequately adequate,1,0,3,0,0,0,0,0,0,0,0,4
2930,Realizar,performs performers performance performed perform performing performances performer,0,1,0,0,0,0,0,0,0,0,0,1
2931,routin,routine routines routinely,0,1,0,0,0,0,0,0,0,0,1,2
2932,Urgente,urgent,0,0,0,0,0,0,0,0,0,0,2,2
2933,Recal,recalled recalls recall,0,0,0,0,1,0,0,0,0,0,2,3
2934,decentr,decentralized decentralize decentralization,0,2,0,0,1,0,0,0,0,0,2,5
2935,anarch,anarchism,0,1,0,0,0,0,0,0,0,0,2,3
2936,Mandarín,mandarins mandarin,0,0,0,0,0,1,0,0,0,0,1,2
2937,airlin,airliners airlines airline,0,0,0,0,0,0,0,0,0,0,1,1
2938,Regañar,scolded scold scolding,0,0,0,0,2,0,0,0,0,0,1,3
2939,Restar,detracts detract,0,0,0,1,0,0,0,0,0,0,2,3
2940,Banda,bands band banded,1,0,0,0,0,0,0,0,0,0,0,1
2941,overh,overheating,0,0,0,1,0,0,0,0,0,0,2,3
2942,Impulso,boosted boost boosting boosts,0,1,0,0,0,0,0,0,0,0,0,1
2943,Despertó,woke,0,0,0,0,0,0,0,0,0,0,1,1
2944,lawmak,lawmaker lawmaking,0,0,0,0,0,0,0,0,0,0,2,2
2945,Derogación,repealed repeals repeal repealing,0,0,0,0,0,0,0,0,0,0,1,1
2946,abolit,abolition,0,1,0,1,0,0,0,0,0,0,0,2
2947,Speci,species,0,0,0,0,0,0,0,0,0,0,2,2
2948,expansionari,expansionary,0,6,0,0,1,0,1,1,2,0,1,12
2949,encuentra lobbi,lobbied lobbying lobby lobbies,0,0,0,1,0,1,0,0,0,0,1,3
2950,CYCL,cycles cycling cycle,1,0,0,0,0,0,0,0,0,0,1,2
2951,Energi,energies energy,0,2,0,1,0,0,1,1,1,2,1,9
2952,Silla,chairs chair,0,0,0,0,0,0,0,0,0,0,2,2
2953,util,utility utilizing utilities utilized,0,0,0,0,0,0,0,0,0,0,3,3
2954,Biblioteca,payroll,0,3,0,0,0,0,0,0,0,0,0,3
2955,plausibl,plausibly plausible,0,1,3,0,0,0,0,0,2,0,3,9
2956,Oído,ear ears,0,0,1,0,0,0,0,0,0,0,1,2
2957,Punit,punitive punitively,0,0,0,1,0,0,0,1,0,0,0,2
2958,Servidor,servant servants,0,0,0,0,0,0,0,0,0,0,2,2
2959,Abstente,abstention,0,0,0,0,0,0,0,0,0,0,1,1
2960,uphil,uphill,0,0,0,0,1,0,0,0,0,0,0,1
2961,Cumbre,summit,0,0,0,0,0,0,0,0,0,0,1,1
2962,Gasolina,petrol,0,0,0,0,0,1,0,0,0,0,2,3
2963,Hacia abajo,downward downwards,0,0,0,0,0,0,0,0,0,0,1,1
2964,Blip,blip,0,2,0,0,0,0,0,1,1,1,6,11
2965,steadili,steadily,0,0,1,0,0,0,0,0,0,0,0,1
2966,vestigi,vestigial,0,0,0,0,0,0,0,0,0,0,1,1
2967,Inflat,inflating inflation inflated inflate,0,0,0,0,1,0,0,0,0,0,0,1
2968,Fanci,fancying fancy fancies fanciful,0,1,0,0,0,0,0,0,0,0,1,2
2969,tremend,tremendous tremendously,0,1,0,0,0,1,0,0,0,0,0,2
2970,Barato,cheap,0,0,0,0,0,0,0,0,0,0,1,1
2971,healthi,healthy,0,3,0,0,0,0,0,0,0,0,0,3
2972,Economista,economist economists,1,0,1,0,0,0,0,0,0,0,1,3
2973,Pulver,pulverizing,0,0,0,0,0,0,0,0,0,0,1,1
2974,cursori,cursory,0,3,0,0,0,1,0,0,0,0,4,8
2975,im,attribute attributes attributions attributed attributing attributable,1,1,1,0,0,0,0,0,2,1,9,15
2976,hyperbol,hyperbolic hyperbole,1,0,0,0,0,0,0,0,0,0,2,3
2977,Relajarse,relaxing relax relaxation relaxed,0,2,0,0,0,0,0,0,0,0,0,2
2978,Alijo,stash stashed,0,0,0,0,0,0,0,0,0,0,1,1
2979,arena,arena,1,0,0,0,0,0,0,0,0,0,2,3
2980,cortado,nowadays,0,0,0,0,0,0,0,0,0,0,2,2
2981,Qué,pickles pickle,0,0,0,0,0,1,0,0,0,0,1,2
2982,audienc,audience audiences,0,1,0,0,0,0,1,0,0,0,1,3
2983,tangibl,tangible tangibly,1,0,0,0,0,0,0,0,0,0,1,2
2984,Desconecte,disconnected disconnect disconnection,0,0,0,0,0,0,1,0,0,0,0,1
2985,boggl,boggling boggles,0,0,0,0,0,0,1,7,3,0,6,17
2986,interferenc,describing describe described describes,1,0,0,0,0,0,0,0,0,0,3,4
2987,Permanente,lifelong,0,1,0,0,0,0,0,1,0,0,2,4
2988,dictionari,dictionary,0,2,0,0,0,0,0,0,0,0,0,2
2989,Banquero,bankers banker,1,0,1,0,0,1,1,0,0,0,1,5
2990,Instalar,installed install installing installations,0,1,0,0,0,0,0,0,0,0,2,3
2991,Nepot,nepotism,0,0,0,0,0,0,0,0,0,0,2,2
2992,arribista,careerists careerist,0,0,0,0,0,0,0,0,0,0,2,2
2993,trabajo,verbose,0,0,0,0,0,0,0,0,0,0,1,1
2994,delv,delving delve,1,0,0,0,0,0,0,0,0,0,0,1
2995,Absorber,absorbs absorbed absorb absorbent absorbing,0,0,0,0,0,0,0,1,0,0,0,1
2996,Sensat,sensations sensational,0,2,0,0,0,0,0,0,0,0,1,3
2997,Retratar,portrayal portrayed portrays portray portraying,4,1,0,0,0,0,0,2,0,0,5,12
2998,Sap,sapped sap sapping,0,0,0,0,1,0,0,0,0,0,1,2
2999,Esfera,spheres sphere,0,0,0,0,1,1,0,0,0,0,1,3
3000,Investigación,researchers researching research researched researches,0,0,0,0,0,0,0,0,0,0,2,2
3001,Salir,departing departed department departments depart,0,0,0,0,0,0,0,0,0,0,10,10
3002,Reacción,reactions reaction,1,0,0,0,0,0,0,0,0,0,3,4
3003,undeni,undeniably undeniable,0,0,1,0,0,0,0,0,1,0,6,8
3004,Battl,battles battle battling,1,1,0,0,0,0,0,0,0,0,0,2
3005,Nebul,nebulous,0,0,0,0,1,0,0,0,0,0,0,1
3006,Propenso,prone,0,0,0,0,0,0,0,0,0,0,1,1
3007,cognit,cognitive,0,0,0,0,2,0,0,0,0,0,0,2
3008,poner en peligro,jeopardy,0,0,0,1,0,0,0,0,0,0,0,1
3009,Feudal,feudalism feudal,0,0,0,0,0,0,0,0,0,0,1,1
3010,mediev,medieval,0,0,0,0,0,0,0,0,0,0,1,1
3011,nobil,nobility,0,0,0,0,0,1,0,0,0,0,0,1
3012,Caballero,knights knight knighted,0,0,0,0,0,0,0,0,0,0,1,1
3013,Burgess,burgesses burgess,0,0,0,0,0,0,0,0,0,0,2,2
3014,clergi,clergy,0,1,1,0,0,0,0,0,0,0,0,2
3015,Vari,varied vary varying varies,0,1,0,0,0,1,0,0,0,0,1,3
3016,unawar,unaware,0,0,0,0,0,0,0,0,0,0,1,1
3017,grossli,grossly,0,0,0,0,0,1,1,0,0,0,0,2
3018,Sobrepagados,overpaid,0,0,0,0,1,1,1,0,0,0,0,3
3019,resisten,mechanics mechanical mechanism mechanisms mechanic,0,0,0,0,0,1,0,0,0,0,1,2
3020,Illustr,illustrating illustrative illustrate illustration illustrates illustrated,1,1,0,0,0,0,0,1,0,0,0,3
3021,Pesar,weighed weigh weighing weighs,0,0,0,0,1,0,0,0,0,0,1,2
3022,Abstenerse,abstained abstains abstain abstaining,0,0,0,0,0,0,0,0,0,0,2,2
3023,Pacto,pacts pact,0,0,0,0,0,0,0,1,0,0,0,1
3024,Busto,bust busting,1,1,0,0,0,0,0,0,0,0,1,3
3025,Goos,goose,0,0,0,0,0,0,0,0,0,0,1,1
3026,Infus,infusions infusion,0,0,0,0,0,2,0,0,0,0,0,2
3027,Activo,assets asset,0,1,0,0,0,0,0,0,0,0,2,3
3028,Conducido,driven,0,0,0,0,0,0,0,0,0,0,2,2
3029,CARACTERISTA,characteristics characteristically characteristic,5,0,0,0,0,0,0,1,0,0,6,12
3030,Gobierno,governmental,0,0,0,0,0,1,0,0,0,0,1,2
3031,overse,oversees overseeing oversee,0,0,0,0,0,0,0,1,0,0,0,1
3032,guidelin,guidelines guideline,0,0,0,0,0,0,1,0,0,0,1,2
3033,ENVIRON,environment environments,0,1,0,0,0,0,0,0,0,0,7,8
3034,Torre,towers tower towering,0,0,0,0,0,0,0,0,3,1,2,6
3035,Contratar,hires hiring hire hired,0,0,0,0,1,0,0,0,0,0,1,2
3036,Oscuro,darker,0,0,0,1,3,0,0,0,1,0,3,8
3037,wherev,wherever,0,0,0,0,0,0,0,0,0,0,1,1
3038,Información,info,0,1,0,0,0,0,0,0,0,0,1,2
3039,Mochila,backpackers backpacking backpacker,1,0,0,0,0,0,0,0,0,0,1,2
3040,Apretado,tight,0,0,0,1,0,0,0,0,0,0,0,1
3041,Distrito,district districts,0,0,0,0,0,0,0,0,0,0,3,3
3042,ceremoni,ceremony ceremonial,0,1,0,0,0,0,0,0,0,0,2,3
3043,Monarca,monarchs monarchism monarch,0,1,0,1,0,0,0,0,0,0,0,2
3044,Despedir,dismissal dismiss dismissive dismisses dismissing dismissed,0,0,0,0,0,0,0,0,0,0,1,1
3045,Rejilla,grateful grating grates grate,0,2,1,0,0,0,0,0,0,0,1,4
3046,Escudo,shielding shielded shields shield,0,1,2,0,0,0,0,0,3,1,3,10
3047,Sketch,skit skits,0,2,0,0,0,0,0,0,0,0,1,3
3048,Colgar,hanging hanged hang hangs,5,0,0,4,1,0,0,0,0,0,1,11
3049,champagn,champagne,0,1,0,0,0,0,0,0,0,0,1,2
3050,Ninja,ninja,0,0,0,1,0,0,0,0,0,0,2,3
3051,Comando,commanding commanded commander commands commandeer command commandment,0,0,1,0,0,0,0,0,0,0,4,5
3052,stalem,stalemate,0,1,0,0,1,0,0,0,0,0,0,2
3053,Oust,oust ousted,0,0,0,0,0,0,2,0,0,0,1,3
3054,Golpe,coup coups,0,0,0,1,1,2,2,1,0,0,1,8
3055,Intercambio,swaps swap swapping swapped,1,0,0,0,0,0,0,1,0,0,7,9
3056,Moneda,coins coined coin,0,1,0,0,0,0,0,0,0,0,8,9
3057,Distinguir,distinguishable distinguish distinguishes distinguishing,0,0,0,0,0,0,0,0,0,0,1,1
3058,el,criticising criticises criticise criticised,0,0,0,0,0,1,0,0,0,0,0,1
3059,Fama,fame famed,0,0,0,0,0,0,0,0,0,0,1,1
3060,depriv,deprive deprived deprivation deprives depriving,0,0,0,0,0,1,3,0,0,0,0,4
3061,Minimis,minimises minimise minimising minimised,0,1,0,0,0,0,0,0,0,0,1,2
3062,Advertencia,caveats caveat,0,1,0,0,0,0,0,1,0,0,1,3
3063,Herramienta,tools tool,0,1,5,0,0,1,0,0,0,0,3,10
3064,Cisma,schism,0,0,0,1,0,0,0,1,0,0,0,2
3065,entireti,entirety,0,0,0,0,0,0,0,0,4,0,4,8
3066,Parasit,parasitic parasite parasites,1,0,0,0,0,0,0,0,0,0,0,1
3067,predatori,predatory,0,0,0,0,0,0,0,0,0,0,1,1
3068,Filamento,strand stranded,0,0,0,0,1,0,0,0,0,0,0,1
3069,anomali,anomalies anomaly,0,0,0,0,0,0,1,0,0,0,0,1
3070,hierarchi,hierarchies hierarchy,0,2,5,0,1,0,0,0,0,0,3,11
3071,strictli,strictly,0,0,0,0,0,0,0,0,0,0,2,2
3072,Monik,moniker,0,0,0,0,0,0,0,1,3,0,4,8
3073,Forajido,outlawed outlaw,0,0,0,0,0,0,1,0,0,0,0,1
3074,Winger,winger wingers,1,0,0,0,0,0,0,0,0,0,1,2
3075,Irk,irks irked irk,0,0,0,0,0,0,0,0,0,0,1,1
3076,Laissez,laissez,0,0,0,0,0,0,0,0,0,0,2,2
3077,Atender,cater catering catered caters,1,2,0,0,0,0,0,0,0,0,1,4
3078,Decoración,decoration decorated,0,4,0,1,0,0,0,1,2,0,1,9
3079,amigo,amigo,0,1,0,0,0,0,0,0,0,0,4,5
3080,Pulgar,thumbs thumb,0,2,0,0,0,0,0,0,0,0,1,3
3081,Mimbre,wicker,0,0,0,0,0,0,0,0,0,0,2,2
3082,Granja,farming farmed farms farm,0,0,0,0,0,0,0,0,0,0,2,2
3083,Callejón,alley,0,0,0,0,0,0,0,0,0,0,3,3
3084,arrul,wrinkled,0,1,0,0,1,2,0,0,0,0,5,9
3085,groceri,grocery groceries,0,0,0,0,0,0,0,0,0,0,2,2
3086,Guisante,peas,0,0,0,0,0,0,0,0,0,0,2,2
3087,landscap,landscape,0,10,0,0,0,0,0,0,0,0,2,12
3088,Playa,beaches beach,0,0,0,0,0,0,0,0,0,0,1,1
3089,Mariscos,seafood,0,0,0,0,0,2,0,0,0,0,2,4
3090,Paella,paella,0,0,0,0,0,0,0,0,0,0,1,1
3091,pasta,pasta,0,2,0,0,0,0,0,0,0,0,1,3
3092,Convento,conventions conventional convention,0,0,1,0,0,0,0,0,0,0,1,2
3093,salespeopl,salespeople,1,0,0,0,0,0,0,0,0,0,0,1
3094,Reparación,repaired repairing repair repairs repairable,0,0,0,0,0,0,0,0,0,0,1,1
3095,frustran,frustrating frustration frustrations frustrates frustrate frustrated,0,0,0,0,2,0,0,0,0,0,1,3
3096,Rick,rick,0,0,0,0,0,0,1,0,0,0,1,2
3097,Inclin,inclinations incline inclination inclined,2,0,0,0,0,0,0,0,2,2,3,9
3098,Espacio,spaces space spaced,0,0,0,0,0,0,0,0,0,0,1,1
3099,Estante,shelf,0,0,0,0,0,0,0,0,0,0,1,1
3100,Cola,queueing queue queues,0,0,0,0,1,0,0,0,0,0,1,2
3101,deja,deja,0,0,0,0,0,0,0,0,0,0,3,3
3102,Terco,stubborn stubbornness,0,0,0,0,0,1,0,0,0,0,1,2
3103,completa,override overrides overriding,1,0,1,0,0,1,0,0,0,0,0,3
3104,collar,collar collars,0,1,0,0,0,0,0,1,0,0,1,3
3105,Modul,module modules,0,0,0,0,0,0,0,0,0,0,1,1
3106,Robado,stolen,0,0,0,1,0,0,1,0,0,0,0,2
3107,outdat,outdated,1,0,0,0,1,2,1,0,0,0,0,5
3108,Cóctel,cocktails cocktail,0,2,0,0,0,0,0,0,0,0,0,2
3109,Juic,juice juices,0,1,0,1,0,0,0,0,0,0,0,2
3110,luckili,luckily,0,3,0,0,0,0,0,0,0,0,0,3
3111,Croissant,croissants croissant,0,2,0,0,0,0,0,0,0,0,0,2
3112,pastri,pastry pastries,0,0,0,0,0,0,0,0,0,0,1,1
3113,localis,localised,1,1,0,0,0,0,0,0,0,0,0,2
3114,Alistarse,enlist enlists,0,1,0,0,1,0,0,1,0,0,0,3
3115,Taladro,drills drilling drill,0,0,0,0,0,0,0,0,0,0,1,1
3116,Envolver,wrapped wrap,0,0,1,0,0,0,0,0,0,0,1,2
3117,idiomat,idiomatic,2,1,0,1,0,1,0,0,0,0,0,5
3118,CITRU,citrus,0,1,0,0,0,0,0,0,0,0,1,2
3119,marmalad,marmalade,0,0,0,0,0,0,0,0,0,0,1,1
3120,Interruptor,breakers breaker,0,0,0,0,0,0,0,1,0,0,0,1
3121,Firme,firm firmness firming firms,0,0,1,0,0,0,1,0,0,0,0,2
3122,Tono,tone toning tones,0,0,0,1,0,0,0,0,0,0,0,1
3123,Discutir,bickering,0,0,0,0,0,0,0,0,0,0,2,2
3124,Abrazo,hugging hug,0,2,1,0,0,0,0,0,0,0,0,3
3125,supremaci,supremacy,0,1,0,0,0,0,0,0,0,0,3,4
3126,subordin,subordinate subordination,0,0,0,0,0,0,0,0,0,0,1,1
3127,notabl,notable notably,0,2,0,0,0,0,0,0,0,0,0,2
3128,discriminatori,discriminatory,0,0,0,1,0,0,0,0,0,0,0,1
3129,Heredar,inheriting inherited inheritance inherit,0,1,0,0,0,0,0,0,0,0,0,1
3130,scarc,scarce scarcely,0,0,0,0,0,1,0,0,0,0,0,1
3131,Resourc,resources resource,0,1,1,0,0,0,0,0,0,0,0,2
3132,Vagar,roaming roam,1,0,0,0,0,0,0,0,0,0,1,2
3133,Frecuente,frequently frequent,0,1,0,0,0,0,0,0,0,0,1,2
3134,Cerradura,locks locking locked lock,1,0,0,1,0,1,0,0,0,0,0,3
3135,recours,recourse,0,0,1,0,0,0,1,0,0,0,1,3
3136,explicitli,explicitly,0,0,0,0,0,0,0,0,0,0,1,1
3137,concep,conceivable conceived conceive conceivably,0,1,0,0,0,0,0,0,0,0,0,1
3138,redefinit,redefinition,0,0,0,0,0,0,0,0,0,0,1,1
3139,Propiedad,ownership,0,0,0,0,0,0,0,0,0,0,2,2
3140,Generalizada,widespread,0,0,0,0,0,0,0,0,0,0,2,2
3141,Coordin,coordinate coordinating coordination coordinated,0,1,0,0,1,0,0,0,0,0,0,2
3142,Vidrio,glasses glass,0,1,0,0,0,0,0,0,0,0,0,1
3143,Hierba,weed weeds,0,0,0,0,0,0,0,0,0,0,1,1
3144,densiti,density,0,0,0,0,0,0,0,0,0,0,2,2
